"자전거번호","등록일시","고장구분","등록날짜","자전거"
"SPB-20385","2019-07-30 12:14","타이어 ","2019-07-30",20385
"SPB-20385","2019-08-19 23:07","체인","2019-08-19",20385
"SPB-20388","2019-10-01 10:29","단말기","2019-10-01",20388
"SPB-20388","2019-11-06 16:55","단말기","2019-11-06",20388
"SPB-20388","2019-11-19 22:42","단말기","2019-11-19",20388
"SPB-20417","2019-08-07 21:12","단말기","2019-08-07",20417
"SPB-20417","2019-10-20 0:39","단말기","2019-10-20",20417
"SPB-20444","2019-10-11 18:20","타이어 ","2019-10-11",20444
"SPB-20444","2019-12-28 20:08","타이어 ","2019-12-28",20444
"SPB-20458","2019-10-27 9:32","단말기","2019-10-27",20458
"SPB-20458","2019-11-01 11:42","페달","2019-11-01",20458
"SPB-20485","2019-09-23 8:29","단말기","2019-09-23",20485
"SPB-20485","2019-09-27 17:33","타이어 ","2019-09-27",20485
"SPB-20501","2019-11-09 19:15","기타 ","2019-11-09",20501
"SPB-20501","2019-11-10 13:16","기타 ","2019-11-10",20501
"SPB-20541","2019-07-10 15:07","단말기","2019-07-10",20541
"SPB-20541","2019-07-12 3:35","단말기","2019-07-12",20541
"SPB-20551","2019-07-23 12:20","기타 ","2019-07-23",20551
"SPB-20551","2019-09-29 22:05","체인","2019-09-29",20551
"SPB-20589","2019-06-07 16:40","단말기","2019-06-07",20589
"SPB-20589","2019-10-15 11:34","단말기","2019-10-15",20589
"SPB-20613","2019-07-07 1:39","체인","2019-07-07",20613
"SPB-20613","2019-07-09 10:19","체인","2019-07-09",20613
"SPB-20630","2019-09-13 17:28","안장","2019-09-13",20630
"SPB-20630","2019-10-06 23:07","단말기","2019-10-06",20630
"SPB-20793","2019-07-16 18:09","단말기","2019-07-16",20793
"SPB-20793","2019-07-17 16:51","단말기","2019-07-17",20793
"SPB-20829","2019-06-27 14:16","기타 ","2019-06-27",20829
"SPB-20829","2019-07-14 17:05","단말기","2019-07-14",20829
"SPB-20865","2019-07-04 22:08","단말기","2019-07-04",20865
"SPB-20865","2019-09-17 10:58","기타 ","2019-09-17",20865
"SPB-20947","2019-07-17 22:31","단말기","2019-07-17",20947
"SPB-20947","2019-09-25 9:27","타이어 ","2019-09-25",20947
"SPB-20976","2019-07-11 12:39","단말기","2019-07-11",20976
"SPB-20976","2019-11-11 8:20","단말기","2019-11-11",20976
"SPB-21013","2019-07-01 8:09","체인","2019-07-01",21013
"SPB-21013","2019-07-06 11:29","체인","2019-07-06",21013
"SPB-21013","2019-10-27 20:03","단말기","2019-10-27",21013
"SPB-21020","2019-10-19 10:16","기타 ","2019-10-19",21020
"SPB-21020","2019-10-22 14:34","기타 ","2019-10-22",21020
"SPB-21062","2019-10-12 17:38","기타 ","2019-10-12",21062
"SPB-21062","2019-10-24 9:58","타이어 ","2019-10-24",21062
"SPB-21104","2019-07-19 23:28","단말기","2019-07-19",21104
"SPB-21104","2019-07-20 18:05","단말기","2019-07-20",21104
"SPB-21110","2019-09-11 19:10","체인","2019-09-11",21110
"SPB-21110","2019-09-25 16:29","타이어 ","2019-09-25",21110
"SPB-21136","2019-09-01 18:29","단말기","2019-09-01",21136
"SPB-21136","2019-09-05 10:11","타이어 ","2019-09-05",21136
"SPB-21155","2019-12-07 18:36","단말기","2019-12-07",21155
"SPB-21155","2019-12-14 8:39","단말기","2019-12-14",21155
"SPB-21164","2019-06-21 13:48","타이어 ","2019-06-21",21164
"SPB-21164","2019-07-22 18:54","페달","2019-07-22",21164
"SPB-21164","2019-08-31 20:01","기타 ","2019-08-31",21164
"SPB-21193","2019-09-25 15:41","단말기","2019-09-25",21193
"SPB-21193","2019-10-22 15:55","타이어 ","2019-10-22",21193
"SPB-21193","2019-12-07 12:43","단말기","2019-12-07",21193
"SPB-21214","2019-08-29 18:59","기타 ","2019-08-29",21214
"SPB-21214","2019-09-11 19:36","타이어 ","2019-09-11",21214
"SPB-21214","2019-10-05 13:51","단말기","2019-10-05",21214
"SPB-21233","2019-07-08 22:08","기타 ","2019-07-08",21233
"SPB-21233","2019-08-02 12:17","단말기","2019-08-02",21233
"SPB-21236","2019-07-24 21:41","안장","2019-07-24",21236
"SPB-21236","2019-07-29 22:29","단말기","2019-07-29",21236
"SPB-21321","2019-10-20 23:16","단말기","2019-10-20",21321
"SPB-21321","2019-10-25 9:22","단말기","2019-10-25",21321
"SPB-21323","2019-07-09 8:37","체인","2019-07-09",21323
"SPB-21323","2019-08-05 21:22","체인","2019-08-05",21323
"SPB-21340","2019-09-03 6:46","페달","2019-09-03",21340
"SPB-21340","2019-10-18 12:08","체인","2019-10-18",21340
"SPB-21340","2019-10-24 18:59","페달","2019-10-24",21340
"SPB-21384","2019-06-07 20:41","단말기","2019-06-07",21384
"SPB-21384","2019-11-05 3:09","체인","2019-11-05",21384
"SPB-21384","2019-11-09 8:03","체인","2019-11-09",21384
"SPB-21472","2019-06-22 17:04","체인","2019-06-22",21472
"SPB-21472","2019-07-02 22:09","체인","2019-07-02",21472
"SPB-21480","2019-09-27 15:58","단말기","2019-09-27",21480
"SPB-21480","2019-11-04 7:40","안장","2019-11-04",21480
"SPB-21489","2019-07-01 22:08","체인","2019-07-01",21489
"SPB-21489","2019-07-03 23:28","페달","2019-07-03",21489
"SPB-21509","2019-07-01 7:47","단말기","2019-07-01",21509
"SPB-21509","2019-07-03 7:57","단말기","2019-07-03",21509
"SPB-21509","2019-07-09 1:03","단말기","2019-07-09",21509
"SPB-21532","2019-09-03 8:51","체인","2019-09-03",21532
"SPB-21532","2019-10-06 10:52","단말기","2019-10-06",21532
"SPB-21580","2019-07-24 11:16","단말기","2019-07-24",21580
"SPB-21580","2019-08-02 0:06","단말기","2019-08-02",21580
"SPB-21706","2019-07-07 10:20","체인","2019-07-07",21706
"SPB-21706","2019-07-23 18:24","기타 ","2019-07-23",21706
"SPB-21706","2019-11-02 20:08","기타 ","2019-11-02",21706
"SPB-21725","2019-07-15 13:33","기타 ","2019-07-15",21725
"SPB-21725","2019-11-30 17:28","기타 ","2019-11-30",21725
"SPB-21732","2019-09-26 6:19","페달","2019-09-26",21732
"SPB-21732","2019-11-27 23:30","기타 ","2019-11-27",21732
"SPB-21815","2019-07-09 10:08","단말기","2019-07-09",21815
"SPB-21815","2019-11-05 19:12","단말기","2019-11-05",21815
"SPB-21845","2019-10-17 21:33","기타 ","2019-10-17",21845
"SPB-21845","2019-11-20 8:56","기타 ","2019-11-20",21845
"SPB-21848","2019-09-16 19:32","체인","2019-09-16",21848
"SPB-21848","2019-09-17 20:49","단말기","2019-09-17",21848
"SPB-21873","2019-11-04 11:47","타이어 ","2019-11-04",21873
"SPB-21873","2019-11-05 18:03","타이어 ","2019-11-05",21873
"SPB-21894","2019-07-16 11:32","단말기","2019-07-16",21894
"SPB-21894","2019-07-23 1:09","단말기","2019-07-23",21894
"SPB-21894","2019-11-18 20:41","체인","2019-11-18",21894
"SPB-21894","2019-11-23 13:48","체인","2019-11-23",21894
"SPB-21894","2019-11-25 13:03","체인","2019-11-25",21894
"SPB-21894","2019-11-28 2:08","체인","2019-11-28",21894
"SPB-21913","2019-07-09 8:17","체인","2019-07-09",21913
"SPB-21913","2019-08-13 18:39","체인","2019-08-13",21913
"SPB-21913","2019-08-16 21:34","체인","2019-08-16",21913
"SPB-21950","2019-09-17 20:34","단말기","2019-09-17",21950
"SPB-21950","2019-10-04 23:53","단말기","2019-10-04",21950
"SPB-21950","2019-10-09 15:51","단말기","2019-10-09",21950
"SPB-21950","2019-10-16 16:42","타이어 ","2019-10-16",21950
"SPB-21954","2019-07-22 18:48","체인","2019-07-22",21954
"SPB-21954","2019-08-09 21:41","체인","2019-08-09",21954
"SPB-21969","2019-08-27 16:05","단말기","2019-08-27",21969
"SPB-21969","2019-09-25 18:18","단말기","2019-09-25",21969
"SPB-22047","2019-09-26 11:42","단말기","2019-09-26",22047
"SPB-22047","2019-12-02 9:30","단말기","2019-12-02",22047
"SPB-22075","2019-09-03 11:26","기타 ","2019-09-03",22075
"SPB-22075","2019-09-04 6:01","기타 ","2019-09-04",22075
"SPB-22108","2019-06-15 20:54","단말기","2019-06-15",22108
"SPB-22108","2019-11-20 9:07","단말기","2019-11-20",22108
"SPB-22114","2019-08-11 5:37","단말기","2019-08-11",22114
"SPB-22114","2019-08-14 18:33","단말기","2019-08-14",22114
"SPB-22156","2019-06-08 9:46","체인","2019-06-08",22156
"SPB-22156","2019-06-10 18:53","체인","2019-06-10",22156
"SPB-22156","2019-06-12 5:24","페달","2019-06-12",22156
"SPB-22156","2019-09-13 21:23","단말기","2019-09-13",22156
"SPB-22174","2019-09-02 22:46","체인","2019-09-02",22174
"SPB-22174","2019-11-21 18:00","타이어 ","2019-11-21",22174
"SPB-22178","2019-09-17 20:31","단말기","2019-09-17",22178
"SPB-22178","2019-11-04 23:03","페달","2019-11-04",22178
"SPB-22178","2019-11-05 18:48","체인","2019-11-05",22178
"SPB-22178","2019-11-16 0:20","체인","2019-11-16",22178
"SPB-22178","2019-11-21 15:09","체인","2019-11-21",22178
"SPB-22184","2019-07-06 20:57","단말기","2019-07-06",22184
"SPB-22184","2019-09-11 16:02","단말기","2019-09-11",22184
"SPB-22196","2019-06-04 7:53","단말기","2019-06-04",22196
"SPB-22196","2019-09-28 17:34","단말기","2019-09-28",22196
"SPB-22197","2019-09-20 22:06","타이어 ","2019-09-20",22197
"SPB-22197","2019-11-04 22:14","단말기","2019-11-04",22197
"SPB-22197","2019-11-21 18:07","체인","2019-11-21",22197
"SPB-22212","2019-08-05 18:45","타이어 ","2019-08-05",22212
"SPB-22212","2019-09-21 22:32","단말기","2019-09-21",22212
"SPB-22233","2019-08-20 16:32","기타 ","2019-08-20",22233
"SPB-22233","2019-08-28 13:11","타이어 ","2019-08-28",22233
"SPB-22249","2019-10-12 15:25","타이어 ","2019-10-12",22249
"SPB-22249","2019-12-04 18:33","체인","2019-12-04",22249
"SPB-22263","2019-09-02 18:40","체인","2019-09-02",22263
"SPB-22263","2019-09-06 11:31","체인","2019-09-06",22263
"SPB-22263","2019-09-08 15:33","체인","2019-09-08",22263
"SPB-22264","2019-08-18 16:43","체인","2019-08-18",22264
"SPB-22264","2019-09-20 14:49","페달","2019-09-20",22264
"SPB-22264","2019-10-16 12:33","타이어 ","2019-10-16",22264
"SPB-22275","2019-10-24 7:31","페달","2019-10-24",22275
"SPB-22275","2019-11-12 11:42","안장","2019-11-12",22275
"SPB-22307","2019-08-03 21:38","타이어 ","2019-08-03",22307
"SPB-22307","2019-10-05 22:33","단말기","2019-10-05",22307
"SPB-22319","2019-09-24 16:32","단말기","2019-09-24",22319
"SPB-22319","2019-10-14 15:20","단말기","2019-10-14",22319
"SPB-22320","2019-10-05 22:28","단말기","2019-10-05",22320
"SPB-22320","2019-10-14 10:23","단말기","2019-10-14",22320
"SPB-22336","2019-10-16 20:27","체인","2019-10-16",22336
"SPB-22336","2019-10-29 10:57","단말기","2019-10-29",22336
"SPB-22336","2019-11-08 11:23","체인","2019-11-08",22336
"SPB-22338","2019-10-09 17:22","체인","2019-10-09",22338
"SPB-22338","2019-10-28 19:17","체인","2019-10-28",22338
"SPB-22413","2019-07-23 20:15","단말기","2019-07-23",22413
"SPB-22413","2019-08-18 11:25","단말기","2019-08-18",22413
"SPB-22464","2019-10-20 18:05","안장","2019-10-20",22464
"SPB-22464","2019-11-14 18:37","안장","2019-11-14",22464
"SPB-22472","2019-11-05 8:16","체인","2019-11-05",22472
"SPB-22472","2019-11-06 13:47","기타 ","2019-11-06",22472
"SPB-22492","2019-09-30 9:19","타이어 ","2019-09-30",22492
"SPB-22492","2019-10-03 14:19","단말기","2019-10-03",22492
"SPB-22531","2019-07-23 18:54","체인","2019-07-23",22531
"SPB-22531","2019-10-23 5:36","체인","2019-10-23",22531
"SPB-22546","2019-06-04 10:16","단말기","2019-06-04",22546
"SPB-22546","2019-06-08 19:53","단말기","2019-06-08",22546
"SPB-22762","2019-07-04 19:50","체인","2019-07-04",22762
"SPB-22762","2019-09-27 22:08","기타 ","2019-09-27",22762
"SPB-22784","2019-06-08 18:34","단말기","2019-06-08",22784
"SPB-22784","2019-10-31 18:05","체인","2019-10-31",22784
"SPB-22811","2019-08-02 0:05","단말기","2019-08-02",22811
"SPB-22811","2019-08-03 21:27","기타 ","2019-08-03",22811
"SPB-22811","2019-08-17 13:15","단말기","2019-08-17",22811
"SPB-22826","2019-07-03 15:18","체인","2019-07-03",22826
"SPB-22826","2019-10-25 22:31","체인","2019-10-25",22826
"SPB-22888","2019-09-29 16:59","타이어 ","2019-09-29",22888
"SPB-22888","2019-09-30 9:10","타이어 ","2019-09-30",22888
"SPB-22959","2019-10-10 21:47","체인","2019-10-10",22959
"SPB-22959","2019-10-14 23:13","체인","2019-10-14",22959
"SPB-23002","2019-07-06 16:34","타이어 ","2019-07-06",23002
"SPB-23002","2019-09-19 7:28","타이어 ","2019-09-19",23002
"SPB-23009","2019-08-20 22:56","체인","2019-08-20",23009
"SPB-23009","2019-09-03 8:00","체인","2019-09-03",23009
"SPB-23025","2019-08-31 10:13","단말기","2019-08-31",23025
"SPB-23025","2019-10-06 18:59","타이어 ","2019-10-06",23025
"SPB-23043","2019-08-14 21:25","기타 ","2019-08-14",23043
"SPB-23043","2019-09-06 10:33","페달","2019-09-06",23043
"SPB-23288","2019-10-22 14:14","기타 ","2019-10-22",23288
"SPB-23288","2019-10-28 8:42","기타 ","2019-10-28",23288
"SPB-23367","2019-10-15 14:23","기타 ","2019-10-15",23367
"SPB-23367","2019-11-03 14:05","기타 ","2019-11-03",23367
"SPB-23414","2019-06-08 19:58","단말기","2019-06-08",23414
"SPB-23414","2019-10-18 11:41","체인","2019-10-18",23414
"SPB-23435","2019-10-25 18:14","단말기","2019-10-25",23435
"SPB-23435","2019-11-06 12:19","타이어 ","2019-11-06",23435
"SPB-23440","2019-08-24 9:54","체인","2019-08-24",23440
"SPB-23440","2019-08-25 1:50","단말기","2019-08-25",23440
"SPB-23445","2019-10-10 0:36","타이어 ","2019-10-10",23445
"SPB-23445","2019-10-13 12:54","타이어 ","2019-10-13",23445
"SPB-23447","2019-06-11 18:22","단말기","2019-06-11",23447
"SPB-23447","2019-09-16 19:22","체인","2019-09-16",23447
"SPB-23447","2019-11-04 7:03","단말기","2019-11-04",23447
"SPB-23449","2019-09-28 19:28","기타 ","2019-09-28",23449
"SPB-23449","2019-10-04 15:30","단말기","2019-10-04",23449
"SPB-23486","2019-08-28 12:07","단말기","2019-08-28",23486
"SPB-23486","2019-10-21 17:47","체인","2019-10-21",23486
"SPB-23517","2019-06-03 18:55","단말기","2019-06-03",23517
"SPB-23517","2019-06-28 7:53","단말기","2019-06-28",23517
"SPB-23527","2019-07-07 17:09","타이어 ","2019-07-07",23527
"SPB-23527","2019-07-08 8:19","타이어 ","2019-07-08",23527
"SPB-23577","2019-09-28 1:33","기타 ","2019-09-28",23577
"SPB-23577","2019-09-29 1:41","단말기","2019-09-29",23577
"SPB-23602","2019-10-05 1:25","단말기","2019-10-05",23602
"SPB-23602","2019-10-06 22:57","단말기","2019-10-06",23602
"SPB-23606","2019-11-06 3:42","체인","2019-11-06",23606
"SPB-23606","2019-12-12 10:19","단말기","2019-12-12",23606
"SPB-23698","2019-07-23 20:23","체인","2019-07-23",23698
"SPB-23698","2019-08-27 14:56","페달","2019-08-27",23698
"SPB-23842","2019-06-25 23:01","단말기","2019-06-25",23842
"SPB-23842","2019-11-16 13:25","단말기","2019-11-16",23842
"SPB-23846","2019-07-28 23:40","체인","2019-07-28",23846
"SPB-23846","2019-08-14 11:52","타이어 ","2019-08-14",23846
"SPB-23873","2019-11-04 11:41","단말기","2019-11-04",23873
"SPB-23873","2019-11-09 15:51","페달","2019-11-09",23873
"SPB-23881","2019-10-11 23:37","체인","2019-10-11",23881
"SPB-23881","2019-10-12 12:03","체인","2019-10-12",23881
"SPB-23913","2019-08-20 22:54","기타 ","2019-08-20",23913
"SPB-23913","2019-10-18 17:37","페달","2019-10-18",23913
"SPB-23958","2019-06-17 23:02","기타 ","2019-06-17",23958
"SPB-23958","2019-06-22 18:58","페달","2019-06-22",23958
"SPB-23979","2019-07-02 7:20","기타 ","2019-07-02",23979
"SPB-23979","2019-07-03 1:44","단말기","2019-07-03",23979
"SPB-23984","2019-10-16 18:35","체인","2019-10-16",23984
"SPB-23984","2019-10-20 15:30","기타 ","2019-10-20",23984
"SPB-23993","2019-08-04 6:34","체인","2019-08-04",23993
"SPB-23993","2019-09-16 18:09","체인","2019-09-16",23993
"SPB-23993","2019-10-27 15:08","기타 ","2019-10-27",23993
"SPB-23993","2019-10-28 15:51","페달","2019-10-28",23993
"SPB-24116","2019-06-01 14:27","기타 ","2019-06-01",24116
"SPB-24116","2019-08-31 22:08","단말기","2019-08-31",24116
"SPB-24139","2019-09-19 6:17","타이어 ","2019-09-19",24139
"SPB-24139","2019-12-05 21:29","안장","2019-12-05",24139
"SPB-24155","2019-10-06 21:41","체인","2019-10-06",24155
"SPB-24155","2019-10-07 21:09","체인","2019-10-07",24155
"SPB-24248","2019-07-28 21:06","단말기","2019-07-28",24248
"SPB-24248","2019-08-25 16:56","단말기","2019-08-25",24248
"SPB-24350","2019-10-12 19:08","단말기","2019-10-12",24350
"SPB-24350","2019-10-27 0:55","단말기","2019-10-27",24350
"SPB-24373","2019-09-15 18:08","단말기","2019-09-15",24373
"SPB-24373","2019-09-25 21:59","체인","2019-09-25",24373
"SPB-24380","2019-09-29 22:28","체인","2019-09-29",24380
"SPB-24380","2019-10-31 19:30","타이어 ","2019-10-31",24380
"SPB-24408","2019-09-21 0:17","체인","2019-09-21",24408
"SPB-24408","2019-09-23 19:37","페달","2019-09-23",24408
"SPB-24428","2019-11-01 8:22","페달","2019-11-01",24428
"SPB-24428","2019-11-09 19:05","단말기","2019-11-09",24428
"SPB-24456","2019-07-06 7:32","체인","2019-07-06",24456
"SPB-24456","2019-07-23 18:05","페달","2019-07-23",24456
"SPB-24462","2019-10-14 12:54","안장","2019-10-14",24462
"SPB-24462","2019-10-15 22:12","단말기","2019-10-15",24462
"SPB-24493","2019-07-18 8:49","체인","2019-07-18",24493
"SPB-24493","2019-08-09 5:35","체인","2019-08-09",24493
"SPB-24528","2019-08-18 3:10","타이어 ","2019-08-18",24528
"SPB-24528","2019-08-22 21:45","타이어 ","2019-08-22",24528
"SPB-24650","2019-10-29 18:38","페달","2019-10-29",24650
"SPB-24650","2019-11-06 15:08","기타 ","2019-11-06",24650
"SPB-24695","2019-10-25 19:20","체인","2019-10-25",24695
"SPB-24695","2019-10-28 16:48","체인","2019-10-28",24695
"SPB-24700","2019-10-23 18:45","체인","2019-10-23",24700
"SPB-24700","2019-10-25 10:26","체인","2019-10-25",24700
"SPB-24703","2019-09-21 18:22","체인","2019-09-21",24703
"SPB-24703","2019-11-26 7:41","체인","2019-11-26",24703
"SPB-24704","2019-09-20 14:40","체인","2019-09-20",24704
"SPB-24704","2019-09-21 11:58","체인","2019-09-21",24704
"SPB-24724","2019-06-26 5:56","체인","2019-06-26",24724
"SPB-24724","2019-08-21 4:44","체인","2019-08-21",24724
"SPB-24750","2019-06-14 21:44","페달","2019-06-14",24750
"SPB-24750","2019-07-03 21:37","페달","2019-07-03",24750
"SPB-24761","2019-09-24 21:45","단말기","2019-09-24",24761
"SPB-24761","2019-09-29 15:20","체인","2019-09-29",24761
"SPB-24761","2019-09-30 20:50","체인","2019-09-30",24761
"SPB-24761","2019-10-01 23:30","체인","2019-10-01",24761
"SPB-24887","2019-06-27 20:53","페달","2019-06-27",24887
"SPB-24887","2019-07-01 17:51","페달","2019-07-01",24887
"SPB-24930","2019-09-01 2:42","단말기","2019-09-01",24930
"SPB-24930","2019-11-19 13:16","체인","2019-11-19",24930
"SPB-24962","2019-10-15 13:53","페달","2019-10-15",24962
"SPB-24962","2019-11-01 10:21","페달","2019-11-01",24962
"SPB-24992","2019-10-14 14:10","타이어 ","2019-10-14",24992
"SPB-24992","2019-11-04 10:18","타이어 ","2019-11-04",24992
"SPB-24997","2019-06-25 0:15","단말기","2019-06-25",24997
"SPB-24997","2019-07-02 23:02","단말기","2019-07-02",24997
"SPB-25039","2019-10-15 9:56","체인","2019-10-15",25039
"SPB-25039","2019-10-18 22:47","페달","2019-10-18",25039
"SPB-25044","2019-07-06 13:03","타이어 ","2019-07-06",25044
"SPB-25044","2019-10-01 18:39","단말기","2019-10-01",25044
"SPB-25052","2019-08-16 18:26","체인","2019-08-16",25052
"SPB-25052","2019-10-12 7:46","단말기","2019-10-12",25052
"SPB-25179","2019-06-13 10:39","단말기","2019-06-13",25179
"SPB-25179","2019-07-11 14:50","단말기","2019-07-11",25179
"SPB-25252","2019-06-21 6:05","단말기","2019-06-21",25252
"SPB-25252","2019-07-27 22:25","단말기","2019-07-27",25252
"SPB-25254","2019-10-08 17:16","타이어 ","2019-10-08",25254
"SPB-25254","2019-10-19 13:27","단말기","2019-10-19",25254
"SPB-25264","2019-07-29 2:12","단말기","2019-07-29",25264
"SPB-25264","2019-10-03 12:45","단말기","2019-10-03",25264
"SPB-25264","2019-10-05 21:05","기타 ","2019-10-05",25264
"SPB-25388","2019-08-24 8:35","체인","2019-08-24",25388
"SPB-25388","2019-11-04 21:35","기타 ","2019-11-04",25388
